Alamein',1,[{060000,Ashburton',0},{060107,Burwood',940.699},{060142,Hartwell',1423.24},{060236,Willison',2168.64},{060340,Riversdale',3066.38},{060434,Camberwell',3813.45},{060547,Auburn',4821.79},{060637,Glenferrie',5515.25},{060706,Hawthorn',5928.67},{060746,Burnley',6473.3},{060833,East 'Richmond',7135.72},{060950,Richmond',8204.35},{061044,Parliament',8952.86},{061141,Melbourne Central',9747.53},{061238,Flagstaff',10536},{061417,Southern Cross',11912.9},{061548,Flinders Street',13175.9}],,,,,,,,,,,,,,,,,,,,,,,,,,,
Alamein',2,[{060000,Flinders Street',0},{060201,Southern Cross',1688.24},{060341,Flagstaff',3070.24},{060447,Melbourne Central',3999.25},{060627,Parliament',5387.22},{060822,Richmond',6977.41},{061013,East 'Richmond',8514.89},{061137,Burnley',9685.64},{061308,Hawthorn',10948.6},{061447,Glenferrie',12325.5},{061544,Auburn',13114},{061641,Camberwell',13908.7},{061735,Riversdale',14657.2},{061852,Willison',15725.8},{061939,Hartwell',16388.3},{062019,Burwood',16932.9},{062048,Ashburton',17346.3}],,,,,,,,,,,,,,,,,,,,,,,,,,,
Alamein',3,[{062400,Ashburton',0},{062507,Burwood',940.699},{062542,Hartwell',1423.24},{062636,Willison',2168.64},{062740,Riversdale',3066.38},{062834,Camberwell',3813.45},{062947,Auburn',4821.79},{063037,Glenferrie',5515.25},{063106,Hawthorn',5928.67},{063146,Burnley',6473.3},{063233,East 'Richmond',7135.72},{063350,Richmond',8204.35},{063444,Parliament',8952.86},{063541,Melbourne Central',9747.53},{063638,Flagstaff',10536},{063817,Southern Cross',11912.9},{063948,Flinders Street',13175.9}],,,,,,,,,,,,,,,,,,,,,,,,,,,
Alamein',4,[{062400,Flinders Street',0},{062601,Southern Cross',1688.24},{062741,Flagstaff',3070.24},{062847,Melbourne Central',3999.25},{063027,Parliament',5387.22},{063222,Richmond',6977.41},{063413,East 'Richmond',8514.89},{063537,Burnley',9685.64},{063708,Hawthorn',10948.6},{063847,Glenferrie',12325.5},{063944,Auburn',13114},{064041,Camberwell',13908.7},{064135,Riversdale',14657.2},{064252,Willison',15725.8},{064339,Hartwell',16388.3},{064419,Burwood',16932.9},{064448,Ashburton',17346.3}],,,,,,,,,,,,,,,,,,,,,,,,,,,
Alamein',5,[{064800,Ashburton',0},{064907,Burwood',940.699},{064942,Hartwell',1423.24},{065036,Willison',2168.64},{065140,Riversdale',3066.38},{065234,Camberwell',3813.45},{065347,Auburn',4821.79},{065437,Glenferrie',5515.25},{065506,Hawthorn',5928.67},{065546,Burnley',6473.3},{065633,East 'Richmond',7135.72},{065750,Richmond',8204.35},{065844,Parliament',8952.86},{065941,Melbourne Central',9747.53},{070038,Flagstaff',10536},{070217,Southern Cross',11912.9},{070348,Flinders Street',13175.9}],,,,,,,,,,,,,,,,,,,,,,,,,,,
Alamein',6,[{064800,Flinders Street',0},{065001,Southern Cross',1688.24},{065141,Flagstaff',3070.24},{065247,Melbourne Central',3999.25},{065427,Parliament',5387.22},{065622,Richmond',6977.41},{065813,East 'Richmond',8514.89},{065937,Burnley',9685.64},{070108,Hawthorn',10948.6},{070247,Glenferrie',12325.5},{070344,Auburn',13114},{070441,Camberwell',13908.7},{070535,Riversdale',14657.2},{070652,Willison',15725.8},{070739,Hartwell',16388.3},{070819,Burwood',16932.9},{070848,Ashburton',17346.3}],,,,,,,,,,,,,,,,,,,,,,,,,,,
Alamein',7,[{071200,Ashburton',0},{071307,Burwood',940.699},{071342,Hartwell',1423.24},{071436,Willison',2168.64},{071540,Riversdale',3066.38},{071634,Camberwell',3813.45},{071747,Auburn',4821.79},{071837,Glenferrie',5515.25},{071906,Hawthorn',5928.67},{071946,Burnley',6473.3},{072033,East 'Richmond',7135.72},{072150,Richmond',8204.35},{072244,Parliament',8952.86},{072341,Melbourne Central',9747.53},{072438,Flagstaff',10536},{072617,Southern Cross',11912.9},{072748,Flinders Street',13175.9}],,,,,,,,,,,,,,,,,,,,,,,,,,,
Alamein',8,[{071200,Flinders Street',0},{071401,Southern Cross',1688.24},{071541,Flagstaff',3070.24},{071647,Melbourne Central',3999.25},{071827,Parliament',5387.22},{072022,Richmond',6977.41},{072213,East 'Richmond',8514.89},{072337,Burnley',9685.64},{072508,Hawthorn',10948.6},{072647,Glenferrie',12325.5},{072744,Auburn',13114},{072841,Camberwell',13908.7},{072935,Riversdale',14657.2},{073052,Willison',15725.8},{073139,Hartwell',16388.3},{073219,Burwood',16932.9},{073248,Ashburton',17346.3}],,,,,,,,,,,,,,,,,,,,,,,,,,,
Alamein',9,[{073600,Ashburton',0},{073707,Burwood',940.699},{073742,Hartwell',1423.24},{073836,Willison',2168.64},{073940,Riversdale',3066.38},{074034,Camberwell',3813.45},{074147,Auburn',4821.79},{074237,Glenferrie',5515.25},{074306,Hawthorn',5928.67},{074346,Burnley',6473.3},{074433,East 'Richmond',7135.72},{074550,Richmond',8204.35},{074644,Parliament',8952.86},{074741,Melbourne Central',9747.53},{074838,Flagstaff',10536},{075017,Southern Cross',11912.9},{075148,Flinders Street',13175.9}],,,,,,,,,,,,,,,,,,,,,,,,,,,
Alamein',10,[{073600,Flinders Street',0},{073801,Southern Cross',1688.24},{073941,Flagstaff',3070.24},{074047,Melbourne Central',3999.25},{074227,Parliament',5387.22},{074422,Richmond',6977.41},{074613,East 'Richmond',8514.89},{074737,Burnley',9685.64},{074908,Hawthorn',10948.6},{075047,Glenferrie',12325.5},{075144,Auburn',13114},{075241,Camberwell',13908.7},{075335,Riversdale',14657.2},{075452,Willison',15725.8},{075539,Hartwell',16388.3},{075619,Burwood',16932.9},{075648,Ashburton',17346.3}],,,,,,,,,,,,,,,,,,,,,,,,,,,
Alamein',11,[{080000,Ashburton',0},{080107,Burwood',940.699},{080142,Hartwell',1423.24},{080236,Willison',2168.64},{080340,Riversdale',3066.38},{080434,Camberwell',3813.45},{080547,Auburn',4821.79},{080637,Glenferrie',5515.25},{080706,Hawthorn',5928.67},{080746,Burnley',6473.3},{080833,East 'Richmond',7135.72},{080950,Richmond',8204.35},{081044,Parliament',8952.86},{081141,Melbourne Central',9747.53},{081238,Flagstaff',10536},{081417,Southern Cross',11912.9},{081548,Flinders Street',13175.9}],,,,,,,,,,,,,,,,,,,,,,,,,,,
Alamein',12,[{080000,Flinders Street',0},{080201,Southern Cross',1688.24},{080341,Flagstaff',3070.24},{080447,Melbourne Central',3999.25},{080627,Parliament',5387.22},{080822,Richmond',6977.41},{081013,East 'Richmond',8514.89},{081137,Burnley',9685.64},{081308,Hawthorn',10948.6},{081447,Glenferrie',12325.5},{081544,Auburn',13114},{081641,Camberwell',13908.7},{081735,Riversdale',14657.2},{081852,Willison',15725.8},{081939,Hartwell',16388.3},{082019,Burwood',16932.9},{082048,Ashburton',17346.3}],,,,,,,,,,,,,,,,,,,,,,,,,,,
Alamein',13,[{082400,Ashburton',0},{082507,Burwood',940.699},{082542,Hartwell',1423.24},{082636,Willison',2168.64},{082740,Riversdale',3066.38},{082834,Camberwell',3813.45},{082947,Auburn',4821.79},{083037,Glenferrie',5515.25},{083106,Hawthorn',5928.67},{083146,Burnley',6473.3},{083233,East 'Richmond',7135.72},{083350,Richmond',8204.35},{083444,Parliament',8952.86},{083541,Melbourne Central',9747.53},{083638,Flagstaff',10536},{083817,Southern Cross',11912.9},{083948,Flinders Street',13175.9}],,,,,,,,,,,,,,,,,,,,,,,,,,,
Alamein',14,[{082400,Flinders Street',0},{082601,Southern Cross',1688.24},{082741,Flagstaff',3070.24},{082847,Melbourne Central',3999.25},{083027,Parliament',5387.22},{083222,Richmond',6977.41},{083413,East 'Richmond',8514.89},{083537,Burnley',9685.64},{083708,Hawthorn',10948.6},{083847,Glenferrie',12325.5},{083944,Auburn',13114},{084041,Camberwell',13908.7},{084135,Riversdale',14657.2},{084252,Willison',15725.8},{084339,Hartwell',16388.3},{084419,Burwood',16932.9},{084448,Ashburton',17346.3}],,,,,,,,,,,,,,,,,,,,,,,,,,,
Alamein',15,[{084800,Ashburton',0},{084907,Burwood',940.699},{084942,Hartwell',1423.24},{085036,Willison',2168.64},{085140,Riversdale',3066.38},{085234,Camberwell',3813.45},{085347,Auburn',4821.79},{085437,Glenferrie',5515.25},{085506,Hawthorn',5928.67},{085546,Burnley',6473.3},{085633,East 'Richmond',7135.72},{085750,Richmond',8204.35},{085844,Parliament',8952.86},{085941,Melbourne Central',9747.53},{090038,Flagstaff',10536},{090217,Southern Cross',11912.9},{090348,Flinders Street',13175.9}],,,,,,,,,,,,,,,,,,,,,,,,,,,
Alamein',16,[{084800,Flinders Street',0},{085001,Southern Cross',1688.24},{085141,Flagstaff',3070.24},{085247,Melbourne Central',3999.25},{085427,Parliament',5387.22},{085622,Richmond',6977.41},{085813,East 'Richmond',8514.89},{085937,Burnley',9685.64},{090108,Hawthorn',10948.6},{090247,Glenferrie',12325.5},{090344,Auburn',13114},{090441,Camberwell',13908.7},{090535,Riversdale',14657.2},{090652,Willison',15725.8},{090739,Hartwell',16388.3},{090819,Burwood',16932.9},{090848,Ashburton',17346.3}],,,,,,,,,,,,,,,,,,,,,,,,,,,
Alamein',17,[{091200,Ashburton',0},{091307,Burwood',940.699},{091342,Hartwell',1423.24},{091436,Willison',2168.64},{091540,Riversdale',3066.38},{091634,Camberwell',3813.45},{091747,Auburn',4821.79},{091837,Glenferrie',5515.25},{091906,Hawthorn',5928.67},{091946,Burnley',6473.3},{092033,East 'Richmond',7135.72},{092150,Richmond',8204.35},{092244,Parliament',8952.86},{092341,Melbourne Central',9747.53},{092438,Flagstaff',10536},{092617,Southern Cross',11912.9},{092748,Flinders Street',13175.9}],,,,,,,,,,,,,,,,,,,,,,,,,,,
Alamein',18,[{091200,Flinders Street',0},{091401,Southern Cross',1688.24},{091541,Flagstaff',3070.24},{091647,Melbourne Central',3999.25},{091827,Parliament',5387.22},{092022,Richmond',6977.41},{092213,East 'Richmond',8514.89},{092337,Burnley',9685.64},{092508,Hawthorn',10948.6},{092647,Glenferrie',12325.5},{092744,Auburn',13114},{092841,Camberwell',13908.7},{092935,Riversdale',14657.2},{093052,Willison',15725.8},{093139,Hartwell',16388.3},{093219,Burwood',16932.9},{093248,Ashburton',17346.3}],,,,,,,,,,,,,,,,,,,,,,,,,,,
Alamein',19,[{093600,Ashburton',0},{093707,Burwood',940.699},{093742,Hartwell',1423.24},{093836,Willison',2168.64},{093940,Riversdale',3066.38},{094034,Camberwell',3813.45},{094147,Auburn',4821.79},{094237,Glenferrie',5515.25},{094306,Hawthorn',5928.67},{094346,Burnley',6473.3},{094433,East 'Richmond',7135.72},{094550,Richmond',8204.35},{094644,Parliament',8952.86},{094741,Melbourne Central',9747.53},{094838,Flagstaff',10536},{095017,Southern Cross',11912.9},{095148,Flinders Street',13175.9}],,,,,,,,,,,,,,,,,,,,,,,,,,,
Alamein',20,[{093600,Flinders Street',0},{093801,Southern Cross',1688.24},{093941,Flagstaff',3070.24},{094047,Melbourne Central',3999.25},{094227,Parliament',5387.22},{094422,Richmond',6977.41},{094613,East 'Richmond',8514.89},{094737,Burnley',9685.64},{094908,Hawthorn',10948.6},{095047,Glenferrie',12325.5},{095144,Auburn',13114},{095241,Camberwell',13908.7},{095335,Riversdale',14657.2},{095452,Willison',15725.8},{095539,Hartwell',16388.3},{095619,Burwood',16932.9},{095648,Ashburton',17346.3}],,,,,,,,,,,,,,,,,,,,,,,,,,,
Alamein',21,[{100000,Ashburton',0},{100107,Burwood',940.699},{100142,Hartwell',1423.24},{100236,Willison',2168.64},{100340,Riversdale',3066.38},{100434,Camberwell',3813.45},{100547,Auburn',4821.79},{100637,Glenferrie',5515.25},{100706,Hawthorn',5928.67},{100746,Burnley',6473.3},{100833,East 'Richmond',7135.72},{100950,Richmond',8204.35},{101044,Parliament',8952.86},{101141,Melbourne Central',9747.53},{101238,Flagstaff',10536},{101417,Southern Cross',11912.9},{101548,Flinders Street',13175.9}],,,,,,,,,,,,,,,,,,,,,,,,,,,
Alamein',22,[{100000,Flinders Street',0},{100201,Southern Cross',1688.24},{100341,Flagstaff',3070.24},{100447,Melbourne Central',3999.25},{100627,Parliament',5387.22},{100822,Richmond',6977.41},{101013,East 'Richmond',8514.89},{101137,Burnley',9685.64},{101308,Hawthorn',10948.6},{101447,Glenferrie',12325.5},{101544,Auburn',13114},{101641,Camberwell',13908.7},{101735,Riversdale',14657.2},{101852,Willison',15725.8},{101939,Hartwell',16388.3},{102019,Burwood',16932.9},{102048,Ashburton',17346.3}],,,,,,,,,,,,,,,,,,,,,,,,,,,
Alamein',23,[{102400,Ashburton',0},{102507,Burwood',940.699},{102542,Hartwell',1423.24},{102636,Willison',2168.64},{102740,Riversdale',3066.38},{102834,Camberwell',3813.45},{102947,Auburn',4821.79},{103037,Glenferrie',5515.25},{103106,Hawthorn',5928.67},{103146,Burnley',6473.3},{103233,East 'Richmond',7135.72},{103350,Richmond',8204.35},{103444,Parliament',8952.86},{103541,Melbourne Central',9747.53},{103638,Flagstaff',10536},{103817,Southern Cross',11912.9},{103948,Flinders Street',13175.9}],,,,,,,,,,,,,,,,,,,,,,,,,,,
Alamein',24,[{102400,Flinders Street',0},{102601,Southern Cross',1688.24},{102741,Flagstaff',3070.24},{102847,Melbourne Central',3999.25},{103027,Parliament',5387.22},{103222,Richmond',6977.41},{103413,East 'Richmond',8514.89},{103537,Burnley',9685.64},{103708,Hawthorn',10948.6},{103847,Glenferrie',12325.5},{103944,Auburn',13114},{104041,Camberwell',13908.7},{104135,Riversdale',14657.2},{104252,Willison',15725.8},{104339,Hartwell',16388.3},{104419,Burwood',16932.9},{104448,Ashburton',17346.3}],,,,,,,,,,,,,,,,,,,,,,,,,,,
Alamein',25,[{104800,Ashburton',0},{104907,Burwood',940.699},{104942,Hartwell',1423.24},{105036,Willison',2168.64},{105140,Riversdale',3066.38},{105234,Camberwell',3813.45},{105347,Auburn',4821.79},{105437,Glenferrie',5515.25},{105506,Hawthorn',5928.67},{105546,Burnley',6473.3},{105633,East 'Richmond',7135.72},{105750,Richmond',8204.35},{105844,Parliament',8952.86},{105941,Melbourne Central',9747.53},{110038,Flagstaff',10536},{110217,Southern Cross',11912.9},{110348,Flinders Street',13175.9}],,,,,,,,,,,,,,,,,,,,,,,,,,,
Alamein',26,[{104800,Flinders Street',0},{105001,Southern Cross',1688.24},{105141,Flagstaff',3070.24},{105247,Melbourne Central',3999.25},{105427,Parliament',5387.22},{105622,Richmond',6977.41},{105813,East 'Richmond',8514.89},{105937,Burnley',9685.64},{110108,Hawthorn',10948.6},{110247,Glenferrie',12325.5},{110344,Auburn',13114},{110441,Camberwell',13908.7},{110535,Riversdale',14657.2},{110652,Willison',15725.8},{110739,Hartwell',16388.3},{110819,Burwood',16932.9},{110848,Ashburton',17346.3}],,,,,,,,,,,,,,,,,,,,,,,,,,,
Alamein',27,[{111200,Ashburton',0},{111307,Burwood',940.699},{111342,Hartwell',1423.24},{111436,Willison',2168.64},{111540,Riversdale',3066.38},{111634,Camberwell',3813.45},{111747,Auburn',4821.79},{111837,Glenferrie',5515.25},{111906,Hawthorn',5928.67},{111946,Burnley',6473.3},{112033,East 'Richmond',7135.72},{112150,Richmond',8204.35},{112244,Parliament',8952.86},{112341,Melbourne Central',9747.53},{112438,Flagstaff',10536},{112617,Southern Cross',11912.9},{112748,Flinders Street',13175.9}],,,,,,,,,,,,,,,,,,,,,,,,,,,
Alamein',28,[{111200,Flinders Street',0},{111401,Southern Cross',1688.24},{111541,Flagstaff',3070.24},{111647,Melbourne Central',3999.25},{111827,Parliament',5387.22},{112022,Richmond',6977.41},{112213,East 'Richmond',8514.89},{112337,Burnley',9685.64},{112508,Hawthorn',10948.6},{112647,Glenferrie',12325.5},{112744,Auburn',13114},{112841,Camberwell',13908.7},{112935,Riversdale',14657.2},{113052,Willison',15725.8},{113139,Hartwell',16388.3},{113219,Burwood',16932.9},{113248,Ashburton',17346.3}],,,,,,,,,,,,,,,,,,,,,,,,,,,
